season,round,series_letter,team_hi,team_lo,winner,hi_won,series_result,points_hi,points_lo,points_diff,wins_hi,wins_lo,wins_diff,win_pct_hi,win_pct_lo,win_pct_diff,goal_diff_hi,goal_diff_lo,goal_diff_diff,points_pct_hi,points_pct_lo,points_pct_diff,goals_for_pg_hi,goals_for_pg_lo,goals_for_pg_diff,goals_against_pg_hi,goals_against_pg_lo,goals_against_pg_diff
20112012,1,A,NYR,OTT,NYR,1,4-3,109,92,17,51,41,10,0.6219512195121951,0.5,0.12195121951219512,39,9,30,0.6646341463414634,0.5609756097560976,0.10365853658536583,2.756097560975609,3.0365853658536586,-0.2804878048780495,2.2804878048780486,2.926829268292683,-0.6463414634146343
20112012,1,B,BOS,WSH,WSH,0,4-3,102,92,10,49,42,7,0.5975609756097561,0.5121951219512195,0.08536585365853655,67,-8,75,0.6219512195121951,0.5609756097560976,0.060975609756097504,3.2804878048780486,2.707317073170732,0.5731707317073167,2.463414634146341,2.804878048780488,-0.3414634146341471
20112012,1,C,NJD,FLA,NJD,1,4-3,102,94,8,48,38,10,0.5853658536585366,0.4634146341463415,0.12195121951219506,19,-24,43,0.6219512195121951,0.573170731707317,0.04878048780487809,2.7804878048780486,2.475609756097561,0.30487804878048763,2.548780487804878,2.768292682926829,-0.21951219512195097
20112012,1,D,PIT,PHI,PHI,0,4-2,108,103,5,51,47,4,0.6219512195121951,0.573170731707317,0.04878048780487809,61,32,29,0.6585365853658537,0.6280487804878049,0.030487804878048808,3.4390243902439024,3.2195121951219514,0.21951219512195097,2.6951219512195124,2.8292682926829267,-0.1341463414634143
20112012,1,E,VAN,LAK,LAK,0,4-1,111,95,16,51,40,11,0.6219512195121951,0.4878048780487805,0.13414634146341464,51,15,36,0.676829268292683,0.5792682926829268,0.09756097560975618,3.0365853658536586,2.365853658536585,0.6707317073170738,2.414634146341464,2.182926829268293,0.23170731707317094
20112012,1,F,STL,SJS,STL,1,4-1,109,96,13,49,43,6,0.5975609756097561,0.524390243902439,0.07317073170731703,45,18,27,0.6646341463414634,0.5853658536585366,0.0792682926829269,2.5609756097560976,2.7804878048780486,-0.21951219512195097,2.0121951219512195,2.5609756097560976,-0.5487804878048781
20112012,1,G,CHI,PHX,PHX,0,4-2,101,97,4,45,42,3,0.5487804878048781,0.5121951219512195,0.03658536585365857,10,12,-2,0.6158536585365854,0.5914634146341463,0.024390243902439046,3.024390243902439,2.6341463414634148,0.3902439024390243,2.902439024390244,2.4878048780487805,0.41463414634146334
20112012,1,H,NSH,DET,NSH,1,4-1,104,102,2,48,48,0,0.5853658536585366,0.5853658536585366,0.0,27,45,-18,0.6341463414634146,0.6219512195121951,0.012195121951219523,2.8902439024390243,3.024390243902439,-0.13414634146341475,2.5609756097560976,2.475609756097561,0.08536585365853666
20112012,2,I,NYR,WSH,NYR,1,4-3,109,92,17,51,42,9,0.6219512195121951,0.5121951219512195,0.1097560975609756,39,-8,47,0.6646341463414634,0.5609756097560976,0.10365853658536583,2.756097560975609,2.707317073170732,0.048780487804877204,2.2804878048780486,2.804878048780488,-0.5243902439024395
20112012,2,J,PHI,NJD,NJD,0,4-1,103,102,1,47,48,-1,0.573170731707317,0.5853658536585366,-0.012195121951219523,32,19,13,0.6280487804878049,0.6219512195121951,0.0060975609756097615,3.2195121951219514,2.7804878048780486,0.43902439024390283,2.8292682926829267,2.548780487804878,0.2804878048780486
20112012,2,K,STL,LAK,LAK,0,4-0,109,95,14,49,40,9,0.5975609756097561,0.4878048780487805,0.1097560975609756,45,15,30,0.6646341463414634,0.5792682926829268,0.08536585365853666,2.5609756097560976,2.365853658536585,0.1951219512195128,2.0121951219512195,2.182926829268293,-0.17073170731707332
20112012,2,L,NSH,PHX,PHX,0,4-1,104,97,7,48,42,6,0.5853658536585366,0.5121951219512195,0.07317073170731703,27,12,15,0.6341463414634146,0.5914634146341463,0.04268292682926833,2.8902439024390243,2.6341463414634148,0.25609756097560954,2.5609756097560976,2.4878048780487805,0.07317073170731714
20112012,3,M,NYR,NJD,NJD,0,4-2,109,102,7,51,48,3,0.6219512195121951,0.5853658536585366,0.03658536585365857,39,19,20,0.6646341463414634,0.6219512195121951,0.04268292682926833,2.756097560975609,2.7804878048780486,-0.02439024390243949,2.2804878048780486,2.548780487804878,-0.2682926829268295
20112012,3,N,PHX,LAK,LAK,0,4-1,97,95,2,42,40,2,0.5121951219512195,0.4878048780487805,0.024390243902439046,12,15,-3,0.5914634146341463,0.5792682926829268,0.012195121951219523,2.6341463414634148,2.365853658536585,0.26829268292682995,2.4878048780487805,2.182926829268293,0.30487804878048763
20112012,4,O,NJD,LAK,LAK,0,4-2,102,95,7,48,40,8,0.5853658536585366,0.4878048780487805,0.09756097560975607,19,15,4,0.6219512195121951,0.5792682926829268,0.04268292682926833,2.7804878048780486,2.365853658536585,0.4146341463414638,2.548780487804878,2.182926829268293,0.36585365853658525
20122013,1,A,PIT,NYI,PIT,1,4-2,72,55,17,36,24,12,0.75,0.5,0.25,46,0,46,0.75,0.5729166666666666,0.17708333333333337,3.4375,2.895833333333333,0.541666666666667,2.4791666666666665,2.895833333333333,-0.4166666666666665
20122013,1,B,MTL,OTT,OTT,0,4-1,63,54,9,29,24,5,0.6041666666666666,0.5106382978723404,0.09352836879432624,23,10,13,0.65625,0.574468085106383,0.08178191489361697,3.1041666666666665,2.382978723404255,0.7211879432624113,2.625,2.1702127659574466,0.4547872340425534
20122013,1,C,WSH,NYR,NYR,0,4-3,57,56,1,27,26,1,0.5625,0.5416666666666666,0.02083333333333337,19,18,1,0.59375,0.5833333333333334,0.01041666666666663,3.1041666666666665,2.708333333333333,0.3958333333333335,2.708333333333333,2.333333333333333,0.375
20122013,1,D,BOS,TOR,BOS,1,4-3,62,57,5,28,26,2,0.5957446808510638,0.5416666666666666,0.05407801418439717,24,12,12,0.6595744680851063,0.59375,0.06582446808510634,2.74468085106383,3.020833333333333,-0.2761524822695032,2.234042553191489,2.770833333333333,-0.5367907801418439
20122013,1,E,CHI,MIN,CHI,1,4-1,77,55,22,36,26,10,0.75,0.5416666666666666,0.20833333333333337,53,-5,58,0.8020833333333334,0.5729166666666666,0.22916666666666674,3.2291666666666665,2.5416666666666665,0.6875,2.125,2.645833333333333,-0.520833333333333
20122013,1,F,ANA,DET,DET,0,4-3,66,56,10,30,24,6,0.625,0.5,0.125,22,9,13,0.6875,0.5833333333333334,0.10416666666666663,2.9166666666666665,2.583333333333333,0.3333333333333335,2.458333333333333,2.395833333333333,0.0625
20122013,1,G,VAN,SJS,SJS,0,4-0,59,57,2,26,25,1,0.5416666666666666,0.5208333333333334,0.02083333333333326,6,8,-2,0.6145833333333334,0.59375,0.02083333333333337,2.645833333333333,2.583333333333333,0.0625,2.520833333333333,2.4166666666666665,0.10416666666666652
20122013,1,H,STL,LAK,LAK,0,4-2,60,59,1,29,27,2,0.6041666666666666,0.5625,0.04166666666666663,14,15,-1,0.625,0.6145833333333334,0.01041666666666663,2.6875,2.770833333333333,-0.08333333333333304,2.395833333333333,2.458333333333333,-0.0625
20122013,2,I,PIT,OTT,PIT,1,4-1,72,54,18,36,24,12,0.75,0.5106382978723404,0.23936170212765961,46,10,36,0.75,0.574468085106383,0.17553191489361697,3.4375,2.382978723404255,1.0545212765957448,2.4791666666666665,2.1702127659574466,0.3089539007092199
20122013,2,J,BOS,NYR,BOS,1,4-1,62,56,6,28,26,2,0.5957446808510638,0.5416666666666666,0.05407801418439717,24,18,6,0.6595744680851063,0.5833333333333334,0.07624113475177297,2.74468085106383,2.708333333333333,0.036347517730496826,2.234042553191489,2.333333333333333,-0.09929078014184389
20122013,2,K,CHI,DET,CHI,1,4-3,77,56,21,36,24,12,0.75,0.5,0.25,53,9,44,0.8020833333333334,0.5833333333333334,0.21875,3.2291666666666665,2.583333333333333,0.6458333333333335,2.125,2.395833333333333,-0.27083333333333304
20122013,2,L,LAK,SJS,LAK,1,4-3,59,57,2,27,25,2,0.5625,0.5208333333333334,0.04166666666666663,15,8,7,0.6145833333333334,0.59375,0.02083333333333337,2.770833333333333,2.583333333333333,0.1875,2.458333333333333,2.4166666666666665,0.04166666666666652
20122013,3,M,PIT,BOS,BOS,0,4-0,72,62,10,36,28,8,0.75,0.5957446808510638,0.1542553191489362,46,24,22,0.75,0.6595744680851063,0.09042553191489366,3.4375,2.74468085106383,0.6928191489361701,2.4791666666666665,2.234042553191489,0.24512411347517737
20122013,3,N,CHI,LAK,CHI,1,4-1,77,59,18,36,27,9,0.75,0.5625,0.1875,53,15,38,0.8020833333333334,0.6145833333333334,0.1875,3.2291666666666665,2.770833333333333,0.4583333333333335,2.125,2.458333333333333,-0.33333333333333304
20122013,4,O,CHI,BOS,CHI,1,4-2,77,62,15,36,28,8,0.75,0.5957446808510638,0.1542553191489362,53,24,29,0.8020833333333334,0.6595744680851063,0.14250886524822703,3.2291666666666665,2.74468085106383,0.48448581560283666,2.125,2.234042553191489,-0.10904255319148914
20132014,1,A,BOS,DET,BOS,1,4-1,117,93,24,54,39,15,0.6585365853658537,0.4756097560975609,0.1829268292682928,84,-8,92,0.7134146341463414,0.5670731707317073,0.14634146341463417,3.182926829268293,2.707317073170732,0.47560975609756095,2.158536585365854,2.804878048780488,-0.6463414634146343
20132014,1,B,TBL,MTL,MTL,0,4-0,101,100,1,46,46,0,0.5609756097560976,0.5609756097560976,0.0,25,11,14,0.6158536585365854,0.6097560975609756,0.0060975609756097615,2.926829268292683,2.6219512195121952,0.30487804878048763,2.6219512195121952,2.4878048780487805,0.13414634146341475
20132014,1,C,PIT,CBJ,PIT,1,4-2,109,93,16,51,43,8,0.6219512195121951,0.524390243902439,0.09756097560975607,42,15,27,0.6646341463414634,0.5670731707317073,0.09756097560975618,3.0365853658536586,2.817073170731707,0.21951219512195141,2.524390243902439,2.6341463414634148,-0.10975609756097571
20132014,1,D,NYR,PHI,NYR,1,4-3,96,94,2,45,42,3,0.5487804878048781,0.5121951219512195,0.03658536585365857,25,1,24,0.5853658536585366,0.573170731707317,0.012195121951219523,2.658536585365854,2.8780487804878048,-0.21951219512195097,2.3536585365853657,2.865853658536585,-0.5121951219512191
20132014,1,E,COL,MIN,MIN,0,4-3,112,98,14,52,43,9,0.6341463414634146,0.524390243902439,0.1097560975609756,30,1,29,0.6829268292682927,0.5975609756097561,0.08536585365853666,3.048780487804878,2.524390243902439,0.524390243902439,2.682926829268293,2.5121951219512195,0.17073170731707332
20132014,1,F,STL,CHI,CHI,0,4-2,111,107,4,52,46,6,0.6341463414634146,0.5609756097560976,0.07317073170731703,57,47,10,0.676829268292683,0.6524390243902439,0.024390243902439046,3.024390243902439,3.256097560975609,-0.23170731707317005,2.3292682926829267,2.682926829268293,-0.35365853658536617
20132014,1,G,ANA,DAL,ANA,1,4-2,116,91,25,54,40,14,0.6585365853658537,0.4878048780487805,0.1707317073170732,57,7,50,0.7073170731707317,0.5548780487804879,0.15243902439024382,3.2439024390243905,2.865853658536585,0.37804878048780566,2.548780487804878,2.7804878048780486,-0.2317073170731705
20132014,1,H,SJS,LAK,LAK,0,4-3,111,100,11,51,46,5,0.6219512195121951,0.5609756097560976,0.060975609756097504,49,32,17,0.676829268292683,0.6097560975609756,0.06707317073170738,3.0365853658536586,2.5121951219512195,0.524390243902439,2.4390243902439024,2.1219512195121952,0.31707317073170715
20132014,2,I,BOS,MTL,MTL,0,4-3,117,100,17,54,46,8,0.6585365853658537,0.5609756097560976,0.09756097560975607,84,11,73,0.7134146341463414,0.6097560975609756,0.10365853658536583,3.182926829268293,2.6219512195121952,0.5609756097560976,2.158536585365854,2.4878048780487805,-0.3292682926829267
20132014,2,J,PIT,NYR,NYR,0,4-3,109,96,13,51,45,6,0.6219512195121951,0.5487804878048781,0.07317073170731703,42,25,17,0.6646341463414634,0.5853658536585366,0.0792682926829269,3.0365853658536586,2.658536585365854,0.37804878048780477,2.524390243902439,2.3536585365853657,0.17073170731707332
20132014,2,K,CHI,MIN,CHI,1,4-2,107,98,9,46,43,3,0.5609756097560976,0.524390243902439,0.03658536585365857,47,1,46,0.6524390243902439,0.5975609756097561,0.054878048780487854,3.256097560975609,2.524390243902439,0.73170731707317,2.682926829268293,2.5121951219512195,0.17073170731707332
20132014,2,L,ANA,LAK,LAK,0,4-3,116,100,16,54,46,8,0.6585365853658537,0.5609756097560976,0.09756097560975607,57,32,25,0.7073170731707317,0.6097560975609756,0.09756097560975607,3.2439024390243905,2.5121951219512195,0.7317073170731709,2.548780487804878,2.1219512195121952,0.42682926829268286
20132014,3,M,MTL,NYR,NYR,0,4-2,100,96,4,46,45,1,0.5609756097560976,0.5487804878048781,0.012195121951219523,11,25,-14,0.6097560975609756,0.5853658536585366,0.024390243902439046,2.6219512195121952,2.658536585365854,-0.03658536585365857,2.4878048780487805,2.3536585365853657,0.13414634146341475
20132014,3,N,CHI,LAK,LAK,0,4-3,107,100,7,46,46,0,0.5609756097560976,0.5609756097560976,0.0,47,32,15,0.6524390243902439,0.6097560975609756,0.04268292682926833,3.256097560975609,2.5121951219512195,0.7439024390243896,2.682926829268293,2.1219512195121952,0.5609756097560976
20132014,4,O,LAK,NYR,LAK,1,4-1,100,96,4,46,45,1,0.5609756097560976,0.5487804878048781,0.012195121951219523,32,25,7,0.6097560975609756,0.5853658536585366,0.024390243902439046,2.5121951219512195,2.658536585365854,-0.14634146341463428,2.1219512195121952,2.3536585365853657,-0.2317073170731705
20142015,1,A,MTL,OTT,MTL,1,4-2,110,99,11,50,43,7,0.6097560975609756,0.524390243902439,0.08536585365853655,32,23,9,0.6707317073170732,0.6036585365853658,0.06707317073170738,2.6951219512195124,2.902439024390244,-0.20731707317073145,2.304878048780488,2.6219512195121952,-0.31707317073170715
20142015,1,B,TBL,DET,TBL,1,4-3,108,100,8,50,43,7,0.6097560975609756,0.524390243902439,0.08536585365853655,51,14,37,0.6585365853658537,0.6097560975609756,0.04878048780487809,3.1951219512195124,2.865853658536585,0.32926829268292757,2.573170731707317,2.6951219512195124,-0.12195121951219523
20142015,1,C,NYR,PIT,NYR,1,4-1,113,98,15,53,43,10,0.6463414634146342,0.524390243902439,0.12195121951219512,60,11,49,0.6890243902439024,0.5975609756097561,0.09146341463414631,3.073170731707317,2.6951219512195124,0.37804878048780477,2.341463414634146,2.5609756097560976,-0.21951219512195141
20142015,1,D,WSH,NYI,WSH,1,4-3,101,101,0,45,47,-2,0.5487804878048781,0.573170731707317,-0.024390243902438935,39,22,17,0.6158536585365854,0.6158536585365854,0.0,2.951219512195122,3.073170731707317,-0.12195121951219523,2.475609756097561,2.804878048780488,-0.3292682926829271
20142015,1,E,STL,MIN,MIN,0,4-2,109,100,9,51,46,5,0.6219512195121951,0.5609756097560976,0.060975609756097504,47,30,17,0.6646341463414634,0.6097560975609756,0.054878048780487854,3.024390243902439,2.817073170731707,0.2073170731707319,2.451219512195122,2.451219512195122,0.0
20142015,1,F,NSH,CHI,CHI,0,4-2,104,102,2,47,48,-1,0.573170731707317,0.5853658536585366,-0.012195121951219523,24,40,-16,0.6341463414634146,0.6219512195121951,0.012195121951219523,2.8292682926829267,2.792682926829268,0.03658536585365857,2.5365853658536586,2.304878048780488,0.2317073170731705
20142015,1,G,ANA,WPG,ANA,1,4-0,109,99,10,51,43,8,0.6219512195121951,0.524390243902439,0.09756097560975607,10,20,-10,0.6646341463414634,0.6036585365853658,0.060975609756097615,2.8780487804878048,2.804878048780488,0.0731707317073167,2.756097560975609,2.5609756097560976,0.19512195121951148
20142015,1,H,VAN,CGY,CGY,0,4-2,101,97,4,48,45,3,0.5853658536585366,0.5487804878048781,0.03658536585365846,20,25,-5,0.6158536585365854,0.5914634146341463,0.024390243902439046,2.951219512195122,2.9390243902439024,0.012195121951219523,2.707317073170732,2.6341463414634148,0.07317073170731714
20142015,2,I,MTL,TBL,TBL,0,4-2,110,108,2,50,50,0,0.6097560975609756,0.6097560975609756,0.0,32,51,-19,0.6707317073170732,0.6585365853658537,0.012195121951219523,2.6951219512195124,3.1951219512195124,-0.5,2.304878048780488,2.573170731707317,-0.26829268292682906
20142015,2,J,NYR,WSH,NYR,1,4-3,113,101,12,53,45,8,0.6463414634146342,0.5487804878048781,0.09756097560975607,60,39,21,0.6890243902439024,0.6158536585365854,0.07317073170731703,3.073170731707317,2.951219512195122,0.12195121951219523,2.341463414634146,2.475609756097561,-0.13414634146341475
20142015,2,K,CHI,MIN,CHI,1,4-0,102,100,2,48,46,2,0.5853658536585366,0.5609756097560976,0.024390243902438935,40,30,10,0.6219512195121951,0.6097560975609756,0.012195121951219523,2.792682926829268,2.817073170731707,-0.024390243902439046,2.304878048780488,2.451219512195122,-0.14634146341463383
20142015,2,L,ANA,CGY,ANA,1,4-1,109,97,12,51,45,6,0.6219512195121951,0.5487804878048781,0.07317073170731703,10,25,-15,0.6646341463414634,0.5914634146341463,0.07317073170731714,2.8780487804878048,2.9390243902439024,-0.060975609756097615,2.756097560975609,2.6341463414634148,0.12195121951219434
20142015,3,M,NYR,TBL,TBL,0,4-3,113,108,5,53,50,3,0.6463414634146342,0.6097560975609756,0.03658536585365857,60,51,9,0.6890243902439024,0.6585365853658537,0.030487804878048697,3.073170731707317,3.1951219512195124,-0.12195121951219523,2.341463414634146,2.573170731707317,-0.23170731707317094
20142015,3,N,ANA,CHI,CHI,0,4-3,109,102,7,51,48,3,0.6219512195121951,0.5853658536585366,0.03658536585365857,10,40,-30,0.6646341463414634,0.6219512195121951,0.04268292682926833,2.8780487804878048,2.792682926829268,0.08536585365853666,2.756097560975609,2.304878048780488,0.451219512195121
20142015,4,O,TBL,CHI,CHI,0,4-2,108,102,6,50,48,2,0.6097560975609756,0.5853658536585366,0.024390243902439046,51,40,11,0.6585365853658537,0.6219512195121951,0.03658536585365857,3.1951219512195124,2.792682926829268,0.40243902439024426,2.573170731707317,2.304878048780488,0.26829268292682906
20152016,1,A,FLA,NYI,NYI,0,4-2,103,100,3,47,45,2,0.573170731707317,0.5487804878048781,0.024390243902438935,36,16,20,0.6280487804878049,0.6097560975609756,0.018292682926829285,2.914634146341464,2.8292682926829267,0.0853658536585371,2.475609756097561,2.6341463414634148,-0.1585365853658538
20152016,1,B,TBL,DET,TBL,1,4-1,97,93,4,46,41,5,0.5609756097560976,0.5,0.060975609756097615,26,-13,39,0.5914634146341463,0.5670731707317073,0.024390243902439046,2.768292682926829,2.573170731707317,0.19512195121951192,2.451219512195122,2.731707317073171,-0.28048780487804903
20152016,1,C,WSH,PHI,WSH,1,4-2,120,96,24,56,41,15,0.6829268292682927,0.5,0.18292682926829273,59,-4,63,0.7317073170731707,0.5853658536585366,0.14634146341463417,3.073170731707317,2.609756097560976,0.463414634146341,2.3536585365853657,2.658536585365854,-0.3048780487804881
20152016,1,D,PIT,NYR,PIT,1,4-1,104,101,3,48,46,2,0.5853658536585366,0.5609756097560976,0.024390243902438935,42,19,23,0.6341463414634146,0.6158536585365854,0.018292682926829285,2.9878048780487805,2.8780487804878048,0.10975609756097571,2.475609756097561,2.6463414634146343,-0.17073170731707332
20152016,1,E,DAL,MIN,DAL,1,4-2,109,87,22,50,38,12,0.6097560975609756,0.4634146341463415,0.1463414634146341,37,10,27,0.6646341463414634,0.5304878048780488,0.13414634146341464,3.256097560975609,2.6341463414634148,0.6219512195121943,2.804878048780488,2.5121951219512195,0.29268292682926855
20152016,1,F,STL,CHI,STL,1,4-3,107,103,4,49,47,2,0.5975609756097561,0.573170731707317,0.024390243902439046,23,26,-3,0.6524390243902439,0.6280487804878049,0.024390243902439046,2.731707317073171,2.865853658536585,-0.13414634146341387,2.451219512195122,2.548780487804878,-0.09756097560975618
20152016,1,G,ANA,NSH,NSH,0,4-3,103,96,7,46,41,5,0.5609756097560976,0.5,0.060975609756097615,26,13,13,0.6280487804878049,0.5853658536585366,0.04268292682926833,2.658536585365854,2.7804878048780486,-0.12195121951219479,2.341463414634146,2.6219512195121952,-0.28048780487804903
20152016,1,H,LAK,SJS,SJS,0,4-1,102,98,4,48,46,2,0.5853658536585366,0.5609756097560976,0.024390243902438935,30,31,-1,0.6219512195121951,0.5975609756097561,0.024390243902439046,2.7439024390243905,2.9390243902439024,-0.19512195121951192,2.3780487804878048,2.5609756097560976,-0.18292682926829285
20152016,2,I,NYI,TBL,TBL,0,4-1,100,97,3,45,46,-1,0.5487804878048781,0.5609756097560976,-0.012195121951219523,16,26,-10,0.6097560975609756,0.5914634146341463,0.018292682926829285,2.8292682926829267,2.768292682926829,0.060975609756097615,2.6341463414634148,2.451219512195122,0.18292682926829285
20152016,2,J,WSH,PIT,PIT,0,4-2,120,104,16,56,48,8,0.6829268292682927,0.5853658536585366,0.09756097560975618,59,42,17,0.7317073170731707,0.6341463414634146,0.09756097560975607,3.073170731707317,2.9878048780487805,0.08536585365853666,2.3536585365853657,2.475609756097561,-0.12195121951219523
20152016,2,K,DAL,STL,STL,0,4-3,109,107,2,50,49,1,0.6097560975609756,0.5975609756097561,0.012195121951219523,37,23,14,0.6646341463414634,0.6524390243902439,0.012195121951219523,3.256097560975609,2.731707317073171,0.5243902439024382,2.804878048780488,2.451219512195122,0.35365853658536617
20152016,2,L,SJS,NSH,SJS,1,4-3,98,96,2,46,41,5,0.5609756097560976,0.5,0.060975609756097615,31,13,18,0.5975609756097561,0.5853658536585366,0.012195121951219523,2.9390243902439024,2.7804878048780486,0.1585365853658538,2.5609756097560976,2.6219512195121952,-0.060975609756097615
20152016,3,M,PIT,TBL,PIT,1,4-3,104,97,7,48,46,2,0.5853658536585366,0.5609756097560976,0.024390243902438935,42,26,16,0.6341463414634146,0.5914634146341463,0.04268292682926833,2.9878048780487805,2.768292682926829,0.21951219512195141,2.475609756097561,2.451219512195122,0.024390243902439046
20152016,3,N,STL,SJS,SJS,0,4-2,107,98,9,49,46,3,0.5975609756097561,0.5609756097560976,0.03658536585365846,23,31,-8,0.6524390243902439,0.5975609756097561,0.054878048780487854,2.731707317073171,2.9390243902439024,-0.20731707317073145,2.451219512195122,2.5609756097560976,-0.10975609756097571
20152016,4,O,PIT,SJS,PIT,1,4-2,104,98,6,48,46,2,0.5853658536585366,0.5609756097560976,0.024390243902438935,42,31,11,0.6341463414634146,0.5975609756097561,0.03658536585365857,2.9878048780487805,2.9390243902439024,0.04878048780487809,2.475609756097561,2.5609756097560976,-0.08536585365853666
20162017,1,A,MTL,NYR,NYR,0,4-2,103,102,1,47,48,-1,0.573170731707317,0.5853658536585366,-0.012195121951219523,26,36,-10,0.6280487804878049,0.6219512195121951,0.0060975609756097615,2.756097560975609,3.1219512195121952,-0.36585365853658613,2.4390243902439024,2.682926829268293,-0.24390243902439046
20162017,1,B,OTT,BOS,OTT,1,4-2,98,95,3,44,44,0,0.5365853658536586,0.5365853658536586,0.0,-2,22,-24,0.5975609756097561,0.5792682926829268,0.018292682926829285,2.5853658536585367,2.8536585365853657,-0.26829268292682906,2.609756097560976,2.5853658536585367,0.02439024390243949
